Date;Data
1995;14
1996;13.9
1997;11.6
1998;15.5
1999;16
2000;11.8
2001;9.3
2002;11.6
2003;10.6
2004;10
2005;7.7
2006;7.6
2007;7.4
2008;7.3
2009;8.8
2010;10.3
2011;10.6
2012;9.8
2013;10.4
2014;11.1
2015;11.9
2016;11.6
2017;9.5
2018;9
2019;8.9
2020;8.4
2021;8.2
