Date;Data
1990;1280.1
1991;1271.5
1992;1267.7
1993;1279.5
1994;1293
1995;1303.3
1996;1316.8
1997;1343
1998;1359.1
1999;1359.6
2000;1383.4
2001;1411.9
2002;1437.7
2003;1453.5
2004;1462.2
2005;1467.8
2006;1475.2
2007;1491.2
2008;1504.3
2009;1521.2
2010;1537.2
2011;1561.2
2012;1584.1
2013;1597.2
2014;1612.1
2015;1626.8
2016;1646.1
2017;1655.1
2018;1663.8
2019;1674.7
2020;1687.6
2021;1711.5
